bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,fips,county
3,2.0,1556,417597,1952.0,6059,Orange County
4,1.0,1247,340168,1947.0,6037,Los Angeles County
4,3.0,3368,742073,1995.0,6037,Los Angeles County
2,1.0,871,138138,1947.0,6037,Los Angeles County
2,1.0,828,208166,1942.0,6037,Los Angeles County
4,2.0,1798,529000,1979.0,6111,Ventura County
5,5.0,5384,1605078,1996.0,6037,Los Angeles County
4,2.0,1898,550000,1991.0,6037,Los Angeles County
4,3.0,2504,262584,1979.0,6037,Los Angeles County
4,3.0,2077,950681,1979.0,6037,Los Angeles County
4,2.0,1722,207351,1909.0,6037,Los Angeles County
3,2.0,1242,125553,1962.0,6037,Los Angeles County
5,2.0,2359,708879,1966.0,6037,Los Angeles County
6,3.5,4264,1267857,1962.0,6111,Ventura County
4,3.0,3080,929826,1963.0,6111,Ventura County
3,2.0,1080,223300,1954.0,6037,Los Angeles County
3,2.0,1117,282137,1956.0,6037,Los Angeles County
4,2.0,1075,222816,1954.0,6037,Los Angeles County
3,2.0,1291,54629,1955.0,6037,Los Angeles County
4,2.0,1362,120500,1956.0,6037,Los Angeles County
4,3.0,3057,124629,1924.0,6037,Los Angeles County
3,2.0,1647,352920,1924.0,6037,Los Angeles County
3,1.0,736,388348,1944.0,6037,Los Angeles County
4,3.0,2455,200214,2005.0,6037,Los Angeles County
4,2.0,1166,381640,1954.0,6059,Orange County
3,1.0,1144,351000,1954.0,6111,Ventura County
2,2.0,1308,217361,1951.0,6037,Los Angeles County
3,2.0,1232,139682,1993.0,6037,Los Angeles County
4,2.0,1560,275873,1944.0,6037,Los Angeles County
3,2.0,1356,164757,1991.0,6037,Los Angeles County
2,2.0,1045,260097,1924.0,6037,Los Angeles County
3,2.0,1170,327118,1956.0,6037,Los Angeles County
2,2.0,792,241278,1924.0,6037,Los Angeles County
2,1.0,1090,332571,1926.0,6059,Orange County
3,2.0,1500,435127,1971.0,6059,Orange County
3,1.5,1176,343477,1953.0,6059,Orange County
4,3.0,3982,1007127,1943.0,6037,Los Angeles County
3,2.0,1602,76161,1950.0,6037,Los Angeles County
3,2.0,1065,135653,1997.0,6037,Los Angeles County
3,2.0,1552,465995,1952.0,6037,Los Angeles County
3,3.5,2062,438957,1989.0,6059,Orange County
3,2.0,1138,250192,1927.0,6037,Los Angeles County
3,1.0,1479,193332,1925.0,6037,Los Angeles County
3,2.0,2256,750000,1963.0,6037,Los Angeles County
3,1.0,1060,326343,1956.0,6059,Orange County
6,2.0,1471,55006,1952.0,6111,Ventura County
4,2.0,1338,116882,1957.0,6037,Los Angeles County
3,2.0,1518,191212,1956.0,6037,Los Angeles County
3,2.5,2005,766833,1979.0,6059,Orange County
5,4.0,2953,983756,2003.0,6037,Los Angeles County
3,2.0,1017,388000,1950.0,6037,Los Angeles County
2,2.0,1600,148405,1924.0,6037,Los Angeles County
1,2.0,1158,842589,1975.0,6037,Los Angeles County
3,2.0,1259,251234,1954.0,6037,Los Angeles County
4,4.0,3821,1368353,1992.0,6037,Los Angeles County
2,2.5,1316,110749,2001.0,6111,Ventura County
4,2.0,2792,758060,1972.0,6059,Orange County
3,2.0,1995,1195963,1948.0,6037,Los Angeles County
3,2.5,2257,1315000,1971.0,6059,Orange County
3,1.0,1024,253296,1953.0,6037,Los Angeles County
4,3.0,2123,569452,1959.0,6059,Orange County
2,1.0,600,234307,1948.0,6059,Orange County
4,2.0,1463,109437,1957.0,6037,Los Angeles County
4,2.5,2184,713482,1978.0,6111,Ventura County
3,3.0,1744,494867,2000.0,6037,Los Angeles County
3,2.0,1563,963046,1950.0,6037,Los Angeles County
2,1.0,1132,64192,1948.0,6037,Los Angeles County
3,2.0,1450,481535,1965.0,6059,Orange County
3,2.0,1696,475628,1961.0,6037,Los Angeles County
4,2.0,1371,167353,1950.0,6037,Los Angeles County
4,3.0,1870,452670,1997.0,6037,Los Angeles County
3,1.0,1056,594200,1958.0,6037,Los Angeles County
3,2.0,1201,847733,1940.0,6037,Los Angeles County
3,2.5,1830,698057,1994.0,6059,Orange County
5,2.0,1943,66183,1965.0,6111,Ventura County
3,1.0,1215,172145,1942.0,6037,Los Angeles County
2,1.5,1361,60734,1955.0,6059,Orange County
3,3.0,4610,543003,1978.0,6037,Los Angeles County
4,2.0,1938,85611,1969.0,6059,Orange County
3,1.0,1007,403770,1949.0,6037,Los Angeles County
4,1.0,1671,54503,1910.0,6037,Los Angeles County
2,1.0,930,67263,1945.0,6037,Los Angeles County
4,2.0,2835,1104415,1962.0,6037,Los Angeles County
3,2.0,1304,351730,1959.0,6111,Ventura County
2,1.0,1045,251242,1913.0,6037,Los Angeles County
3,4.0,2410,1015893,1947.0,6037,Los Angeles County
3,2.0,1470,339298,1976.0,6059,Orange County
4,2.5,2086,566808,1983.0,6059,Orange County
3,2.0,1899,1076165,1946.0,6037,Los Angeles County
4,2.0,2342,138275,1973.0,6059,Orange County
4,2.5,2457,751285,1967.0,6059,Orange County
4,4.0,2943,488094,1995.0,6059,Orange County
2,1.0,1012,271506,1911.0,6037,Los Angeles County
5,5.5,5340,1674778,2002.0,6059,Orange County
3,1.0,1290,49675,1925.0,6037,Los Angeles County
4,3.0,2321,915787,1956.0,6037,Los Angeles County
3,2.5,2301,593375,1984.0,6059,Orange County
4,5.0,3242,1530000,1954.0,6037,Los Angeles County
4,2.5,2094,303484,1976.0,6059,Orange County
4,3.0,2963,180345,1962.0,6037,Los Angeles County
3,2.0,1490,261105,1968.0,6037,Los Angeles County
4,4.0,4228,1267762,1988.0,6037,Los Angeles County
2,2.0,1578,480444,1961.0,6037,Los Angeles County
4,1.0,1483,336000,1927.0,6037,Los Angeles County
3,3.0,1699,596466,1926.0,6037,Los Angeles County
2,1.0,872,55463,1951.0,6037,Los Angeles County
5,4.0,3307,140583,1971.0,6037,Los Angeles County
2,2.0,1444,416753,1957.0,6037,Los Angeles County
3,1.0,887,554009,1953.0,6037,Los Angeles County
5,4.5,3762,1057082,1980.0,6111,Ventura County
3,3.0,2011,483706,1953.0,6037,Los Angeles County
2,2.5,1316,78921,2000.0,6111,Ventura County
3,2.0,1276,399735,1953.0,6037,Los Angeles County
3,2.0,1293,414212,1955.0,6037,Los Angeles County
3,2.0,1729,329298,1949.0,6037,Los Angeles County
2,1.0,945,600000,1923.0,6037,Los Angeles County
2,1.0,1122,495000,1951.0,6037,Los Angeles County
4,2.0,2015,436209,1967.0,6111,Ventura County
2,1.0,1063,535295,1941.0,6037,Los Angeles County
3,2.5,1937,629454,1960.0,6111,Ventura County
2,1.0,1058,300000,1926.0,6037,Los Angeles County
3,1.0,1244,259903,1910.0,6037,Los Angeles County
2,1.0,1140,363248,1909.0,6037,Los Angeles County
3,1.0,1665,1238605,1924.0,6037,Los Angeles County
2,2.0,1445,527086,1981.0,6059,Orange County
2,3.0,2007,382871,1922.0,6037,Los Angeles County
3,2.0,1176,69969,1954.0,6037,Los Angeles County
3,2.0,1260,235000,1972.0,6037,Los Angeles County
1,1.0,597,1928975,1952.0,6037,Los Angeles County
3,2.0,1123,62490,1954.0,6037,Los Angeles County
3,2.0,1758,347615,1956.0,6037,Los Angeles County
4,3.0,1881,431316,2006.0,6037,Los Angeles County
3,1.0,1092,62649,1950.0,6037,Los Angeles County
2,1.0,1404,335032,1910.0,6037,Los Angeles County
2,2.0,1492,53175,1949.0,6037,Los Angeles County
2,1.0,842,89839,1924.0,6037,Los Angeles County
6,4.0,3143,1941950,1951.0,6037,Los Angeles County
2,2.0,1350,74190,1949.0,6037,Los Angeles County
3,1.0,1288,267132,1909.0,6037,Los Angeles County
1,1.0,916,332874,1914.0,6037,Los Angeles County
3,1.0,1108,155102,1947.0,6037,Los Angeles County
2,1.0,1411,788915,1936.0,6037,Los Angeles County
3,2.0,1541,232388,1954.0,6037,Los Angeles County
4,3.0,2097,725902,1957.0,6037,Los Angeles County
4,2.0,1806,180373,1885.0,6037,Los Angeles County
3,2.0,1184,54001,1954.0,6037,Los Angeles County
2,1.0,948,430000,1912.0,6037,Los Angeles County
3,2.0,1586,311196,1950.0,6037,Los Angeles County
4,2.0,1814,673906,1951.0,6037,Los Angeles County
3,2.0,1388,398587,1952.0,6037,Los Angeles County
2,1.0,866,327671,1966.0,6037,Los Angeles County
2,1.0,1146,600000,1939.0,6037,Los Angeles County
2,1.0,782,169007,1927.0,6037,Los Angeles County
2,1.0,780,175600,1924.0,6037,Los Angeles County
2,1.0,924,205719,1924.0,6037,Los Angeles County
4,1.0,2194,520393,1922.0,6037,Los Angeles County
3,3.0,2795,534296,2007.0,6037,Los Angeles County
4,3.0,1749,305733,1959.0,6037,Los Angeles County
4,2.0,1080,45099,1958.0,6037,Los Angeles County
4,3.0,908,170189,1948.0,6059,Orange County
3,2.5,1557,470782,1961.0,6059,Orange County
4,3.0,2612,665000,1981.0,6111,Ventura County
3,3.0,1732,226000,1989.0,6037,Los Angeles County
2,1.0,994,372314,1950.0,6037,Los Angeles County
3,2.0,2004,93791,1960.0,6059,Orange County
3,2.0,1292,88742,1986.0,6037,Los Angeles County
3,2.0,1139,324675,1960.0,6037,Los Angeles County
3,1.5,1126,373151,1955.0,6059,Orange County
2,1.0,974,212282,1937.0,6037,Los Angeles County
4,1.5,1032,434923,1959.0,6059,Orange County
3,2.0,1515,64773,1957.0,6037,Los Angeles County
4,2.5,1987,364830,1987.0,6059,Orange County
2,2.0,1530,811382,1937.0,6037,Los Angeles County
3,2.0,1528,190205,1989.0,6037,Los Angeles County
3,2.0,1850,263782,1970.0,6059,Orange County
4,2.0,1904,130710,1974.0,6037,Los Angeles County
4,2.0,1854,710000,1970.0,6037,Los Angeles County
3,2.5,1598,610097,1990.0,6059,Orange County
3,1.0,1112,434923,1955.0,6037,Los Angeles County
4,3.0,2664,967664,2006.0,6059,Orange County
4,2.0,1774,583000,1983.0,6111,Ventura County
3,1.0,1109,456000,1955.0,6037,Los Angeles County
4,3.0,2775,347823,2008.0,6037,Los Angeles County
3,1.0,1014,358975,1950.0,6037,Los Angeles County
3,2.0,1234,364119,1973.0,6059,Orange County
3,3.0,2052,279326,1965.0,6037,Los Angeles County
4,2.5,1939,119654,1975.0,6059,Orange County
3,3.0,2926,873797,2002.0,6059,Orange County
3,1.0,880,85096,1954.0,6037,Los Angeles County
3,2.0,1742,100641,1956.0,6037,Los Angeles County
3,2.0,1483,530000,1963.0,6037,Los Angeles County
3,2.0,1214,279985,1955.0,6037,Los Angeles County
3,1.0,832,825000,1938.0,6037,Los Angeles County
4,3.0,1913,205624,1997.0,6037,Los Angeles County
3,2.0,1082,131230,1951.0,6037,Los Angeles County
2,2.0,1153,141383,1950.0,6037,Los Angeles County
4,3.5,3802,911266,2007.0,6111,Ventura County
5,4.5,3802,873114,2007.0,6111,Ventura County
2,1.0,906,280779,1960.0,6059,Orange County
3,2.0,1442,446709,1949.0,6037,Los Angeles County
2,1.0,714,352346,1946.0,6037,Los Angeles County
3,2.0,1274,605414,1956.0,6037,Los Angeles County
2,2.0,896,614071,1961.0,6059,Orange County
4,2.0,1122,90089,1954.0,6037,Los Angeles County
4,2.0,1329,202370,1985.0,6059,Orange County
3,2.5,1559,482243,1975.0,6059,Orange County
5,3.0,2100,259040,1975.0,6037,Los Angeles County
4,4.0,2491,180134,1949.0,6059,Orange County
2,1.0,1123,59823,1956.0,6059,Orange County
4,5.0,5088,2100000,2002.0,6037,Los Angeles County
4,2.5,2132,555815,1991.0,6111,Ventura County
4,3.0,3210,1700000,2003.0,6059,Orange County
3,1.5,1452,435127,1971.0,6059,Orange County
4,3.0,2188,271615,1966.0,6037,Los Angeles County
3,3.0,2702,960426,2001.0,6059,Orange County
3,2.0,1437,167395,1973.0,6059,Orange County
3,2.0,1537,202000,2007.0,6037,Los Angeles County
2,1.0,898,801085,1938.0,6059,Orange County
5,3.0,2364,535719,1963.0,6037,Los Angeles County
4,3.0,2863,703000,2001.0,6111,Ventura County
4,3.0,3356,631081,1995.0,6059,Orange County
3,2.0,1427,183434,1963.0,6059,Orange County
4,2.0,1204,107072,1957.0,6037,Los Angeles County
3,2.0,1313,171485,1956.0,6037,Los Angeles County
4,2.5,2568,632436,2001.0,6059,Orange County
4,4.0,4059,1187328,1998.0,6037,Los Angeles County
4,3.0,2171,279322,1979.0,6037,Los Angeles County
3,2.5,2254,1308489,1966.0,6059,Orange County
2,1.0,1261,616077,1936.0,6037,Los Angeles County
3,2.0,1584,650000,1960.0,6037,Los Angeles County
3,2.0,1582,558124,1984.0,6037,Los Angeles County
4,2.0,1539,355585,1947.0,6037,Los Angeles County
3,1.0,1067,49651,1951.0,6037,Los Angeles County
3,2.5,2113,728000,2000.0,6059,Orange County
4,2.0,1708,875694,1951.0,6037,Los Angeles County
4,3.0,2216,493300,1996.0,6059,Orange County
5,4.5,4052,795477,1998.0,6059,Orange County
3,2.0,1115,271946,1959.0,6111,Ventura County
3,1.5,1125,407931,1955.0,6059,Orange County
3,2.0,1645,80725,1953.0,6037,Los Angeles County
3,2.0,1492,451491,1965.0,6037,Los Angeles County
4,2.0,1998,289000,1995.0,6037,Los Angeles County
4,3.5,4119,1734993,1997.0,6059,Orange County
3,1.0,1143,141646,1950.0,6037,Los Angeles County
3,2.0,1172,540000,1970.0,6037,Los Angeles County
3,1.0,1106,59596,1951.0,6037,Los Angeles County
4,2.5,2562,440948,1997.0,6059,Orange County
2,2.0,1859,624000,1957.0,6037,Los Angeles County
4,4.5,3161,728377,2003.0,6059,Orange County
4,2.0,1645,517765,1969.0,6037,Los Angeles County
3,2.0,1660,512588,1962.0,6037,Los Angeles County
3,2.0,1583,512242,1957.0,6059,Orange County
3,2.0,1767,634000,1974.0,6037,Los Angeles County
4,2.0,1926,123785,1989.0,6037,Los Angeles County
3,3.0,2197,499532,1951.0,6037,Los Angeles County
4,2.5,2271,621531,1994.0,6059,Orange County
4,2.5,2230,536592,2001.0,6059,Orange County
2,1.0,1091,223366,1950.0,6037,Los Angeles County
4,2.0,1768,102294,1975.0,6059,Orange County
5,4.5,3181,842000,2006.0,6111,Ventura County
2,1.0,1093,789918,1926.0,6037,Los Angeles County
3,3.0,3145,654779,1989.0,6059,Orange County
3,2.0,1622,641822,1931.0,6037,Los Angeles County
4,5.0,4946,1352305,2007.0,6059,Orange County
4,3.0,2204,1412987,1964.0,6037,Los Angeles County
4,3.0,2883,779956,1993.0,6059,Orange County
5,5.0,3827,625988,1982.0,6037,Los Angeles County
3,3.0,1675,468233,2014.0,6037,Los Angeles County
3,2.0,1466,582000,1977.0,6111,Ventura County
4,3.0,2554,1547433,1933.0,6037,Los Angeles County
5,3.5,3689,1023902,1980.0,6059,Orange County
4,3.0,2477,513844,1998.0,6037,Los Angeles County
3,2.0,2695,1009777,1953.0,6037,Los Angeles County
5,5.0,3706,695502,1977.0,6037,Los Angeles County
5,4.0,3570,221767,1963.0,6037,Los Angeles County
5,3.0,2121,319236,1965.0,6037,Los Angeles County
3,2.5,1809,409836,2014.0,6059,Orange County
5,3.0,3535,686815,1999.0,6037,Los Angeles County
4,2.0,1606,227773,1963.0,6059,Orange County
3,2.0,1486,282859,1949.0,6037,Los Angeles County
3,2.5,2013,190103,1976.0,6059,Orange County
4,3.0,2122,406672,1981.0,6037,Los Angeles County
5,5.5,4635,1282741,2014.0,6059,Orange County
3,2.0,1563,441514,1961.0,6059,Orange County
4,2.0,1402,92550,1955.0,6037,Los Angeles County
4,3.0,2682,487013,1952.0,6037,Los Angeles County
5,4.0,2917,546221,1998.0,6111,Ventura County
3,3.0,1694,763057,1938.0,6037,Los Angeles County
4,2.0,1614,564364,1972.0,6037,Los Angeles County
4,2.0,1747,431074,1955.0,6037,Los Angeles County
3,1.0,1337,156108,1948.0,6037,Los Angeles County
4,2.5,2642,272592,1978.0,6111,Ventura County
4,2.0,2063,284713,1984.0,6037,Los Angeles County
3,2.0,1517,68162,1964.0,6059,Orange County
4,2.5,2078,466725,1996.0,6059,Orange County
3,2.0,1779,703312,1990.0,6059,Orange County
4,2.0,1364,347617,1955.0,6037,Los Angeles County
3,2.0,1201,581000,1953.0,6037,Los Angeles County
5,4.0,2982,852352,1960.0,6037,Los Angeles County
4,2.5,2459,707000,1999.0,6059,Orange County
2,1.0,1146,234192,1928.0,6037,Los Angeles County
4,3.0,2253,175163,1977.0,6059,Orange County
4,3.0,3004,448539,2009.0,6037,Los Angeles County
3,2.0,1682,275778,1959.0,6059,Orange County
3,2.0,1234,184685,1952.0,6037,Los Angeles County
3,3.0,2327,493236,1997.0,6059,Orange County
4,3.0,2047,150725,1975.0,6059,Orange County
3,2.0,1776,682187,1951.0,6037,Los Angeles County
2,1.0,801,671021,1940.0,6059,Orange County
4,4.0,3539,1283000,2007.0,6059,Orange County
4,2.5,1550,389734,1974.0,6059,Orange County
2,2.0,1056,304575,1922.0,6037,Los Angeles County
3,2.0,2031,176221,1990.0,6037,Los Angeles County
3,2.5,2196,709340,1977.0,6059,Orange County
3,2.0,1630,80520,1958.0,6037,Los Angeles County
4,3.0,2339,258658,1988.0,6037,Los Angeles County
3,3.0,2035,677817,1959.0,6037,Los Angeles County
4,2.0,1102,382038,1957.0,6059,Orange County
3,3.0,1982,75010,1969.0,6111,Ventura County
3,2.0,1293,71659,1955.0,6037,Los Angeles County
4,2.0,2161,727872,1963.0,6059,Orange County
3,2.0,1968,109116,1971.0,6059,Orange County
2,1.0,952,332571,1937.0,6037,Los Angeles County
3,2.0,1244,326323,1964.0,6111,Ventura County
5,3.0,2499,123184,1959.0,6037,Los Angeles County
4,2.5,2724,2299805,1951.0,6059,Orange County
4,2.5,1936,700000,1960.0,6111,Ventura County
3,1.0,1146,420000,1947.0,6037,Los Angeles County
3,2.0,1353,324674,1952.0,6037,Los Angeles County
3,3.0,850,517765,1940.0,6111,Ventura County
5,3.0,2100,275149,1974.0,6037,Los Angeles County
3,3.0,2448,738000,2003.0,6037,Los Angeles County
3,2.0,1879,706317,1952.0,6037,Los Angeles County
4,3.0,3267,1087310,1984.0,6037,Los Angeles County
2,2.0,1040,372000,1899.0,6037,Los Angeles County
4,2.0,1639,344574,1944.0,6037,Los Angeles County
5,3.0,2926,650714,1995.0,6059,Orange County
3,3.0,1619,388000,2000.0,6037,Los Angeles County
3,1.0,880,265094,1949.0,6037,Los Angeles County
3,1.0,1180,61255,1922.0,6037,Los Angeles County
2,2.0,1742,1404318,2005.0,6059,Orange County
5,3.0,3053,725112,1964.0,6111,Ventura County
2,1.0,1160,190362,1926.0,6037,Los Angeles County
3,2.0,1153,240560,1953.0,6037,Los Angeles County
3,1.5,1220,500000,1954.0,6059,Orange County
4,2.0,1905,419802,1963.0,6037,Los Angeles County
3,1.5,1149,237101,1964.0,6059,Orange County
4,3.0,1695,264540,1944.0,6037,Los Angeles County
3,2.0,1537,193311,2007.0,6037,Los Angeles County
3,2.0,1696,318124,1977.0,6059,Orange County
3,2.0,1364,421738,1963.0,6037,Los Angeles County
3,1.0,1088,259739,1940.0,6037,Los Angeles County
4,2.0,1150,452954,1947.0,6037,Los Angeles County
4,3.0,2580,753315,1967.0,6037,Los Angeles County
3,2.0,1298,51859,1955.0,6059,Orange County
3,2.0,2003,347312,1957.0,6037,Los Angeles County
4,2.0,1491,217365,1969.0,6037,Los Angeles County
3,2.0,1590,333000,1930.0,6037,Los Angeles County
3,2.0,1398,365374,1994.0,6111,Ventura County
5,4.0,3684,1718000,2003.0,6037,Los Angeles County
3,1.0,846,305481,1951.0,6037,Los Angeles County
3,2.0,1920,626980,1948.0,6111,Ventura County
3,2.0,1212,126636,1993.0,6037,Los Angeles County
3,2.0,1532,99529,1951.0,6037,Los Angeles County
5,4.0,3664,369853,2006.0,6037,Los Angeles County
5,3.0,2818,231704,2004.0,6037,Los Angeles County
3,2.0,1620,249269,1980.0,6037,Los Angeles County
2,1.5,1075,2071069,1937.0,6059,Orange County
3,2.0,2659,734975,1928.0,6037,Los Angeles County
5,2.5,2510,944181,1969.0,6111,Ventura County
4,2.0,1960,297952,1973.0,6111,Ventura County
3,2.0,1316,198766,1960.0,6037,Los Angeles County
3,2.0,1565,224000,2004.0,6037,Los Angeles County
2,2.0,1424,895735,1923.0,6037,Los Angeles County
3,2.0,1452,745300,1948.0,6037,Los Angeles County
3,2.0,1942,153010,1954.0,6037,Los Angeles County
1,1.0,520,931010,1923.0,6059,Orange County
3,2.0,1612,184954,1971.0,6037,Los Angeles County
3,2.0,1205,77318,1964.0,6111,Ventura County
3,2.0,1639,458796,1960.0,6059,Orange County
4,2.0,1735,218000,1988.0,6037,Los Angeles County
2,1.0,852,345000,1947.0,6037,Los Angeles County
5,5.0,3443,1183019,1991.0,6037,Los Angeles County
3,2.0,1126,634000,1922.0,6037,Los Angeles County
3,2.0,1080,367613,1961.0,6037,Los Angeles County
3,2.0,2117,374370,1963.0,6037,Los Angeles County
4,4.5,4404,1714302,1979.0,6059,Orange County
4,3.0,2743,277389,2003.0,6037,Los Angeles County
5,2.0,1574,376866,1940.0,6037,Los Angeles County
3,2.0,1461,403089,1954.0,6037,Los Angeles County
4,3.0,3294,1066012,1998.0,6037,Los Angeles County
2,2.0,1846,151809,1952.0,6037,Los Angeles County
4,2.0,1580,221604,1977.0,6037,Los Angeles County
4,2.5,2375,660178,1989.0,6059,Orange County
3,2.0,1415,370000,1930.0,6037,Los Angeles County
3,3.0,1832,265829,1985.0,6037,Los Angeles County
5,3.0,2366,741132,1965.0,6059,Orange County
3,2.5,2342,593312,1969.0,6059,Orange County
4,3.0,2049,292679,1973.0,6037,Los Angeles County
3,2.0,1179,425452,1971.0,6037,Los Angeles County
4,3.0,3437,655000,2004.0,6037,Los Angeles County
5,3.0,3332,197535,1958.0,6037,Los Angeles County
4,3.0,3317,511111,1992.0,6059,Orange County
5,2.0,2592,1038411,2005.0,6059,Orange County
2,2.0,1517,185030,1949.0,6037,Los Angeles County
1,1.0,558,543000,1914.0,6037,Los Angeles County
2,3.0,1905,125460,1956.0,6037,Los Angeles County
3,2.0,1998,137167,1974.0,6059,Orange County
3,2.0,1642,293992,1976.0,6059,Orange County
4,2.0,1400,56489,1940.0,6037,Los Angeles County
3,2.0,1450,108110,1964.0,6059,Orange County
4,2.0,1916,169295,1959.0,6037,Los Angeles County
3,3.0,2090,905003,2000.0,6037,Los Angeles County
3,2.0,1533,178012,1984.0,6037,Los Angeles County
3,2.0,1381,214713,1946.0,6037,Los Angeles County
5,3.0,2460,670065,1998.0,6059,Orange County
2,2.0,1334,770000,1950.0,6037,Los Angeles County
3,1.0,995,330564,1952.0,6037,Los Angeles County
2,1.0,869,346000,1940.0,6037,Los Angeles County
3,2.0,1448,321665,1984.0,6037,Los Angeles County
2,1.0,962,289141,1923.0,6037,Los Angeles County
3,2.0,1146,313004,1965.0,6037,Los Angeles County
2,1.0,788,435000,1949.0,6059,Orange County
3,1.0,1155,134311,1946.0,6059,Orange County
2,1.0,856,58354,1956.0,6037,Los Angeles County
2,1.0,1154,789182,1938.0,6037,Los Angeles County
2,1.0,830,124000,1951.0,6037,Los Angeles County
4,2.5,2147,87045,2000.0,6059,Orange County
4,3.0,2402,208265,1948.0,6037,Los Angeles County
4,3.0,2514,159158,1970.0,6037,Los Angeles County
4,3.5,3231,1443000,1988.0,6111,Ventura County
4,2.5,1864,551280,1965.0,6059,Orange County
3,2.0,1344,61477,1956.0,6037,Los Angeles County
3,2.0,1219,454921,1955.0,6037,Los Angeles County
3,2.0,1652,335326,1962.0,6037,Los Angeles County
3,1.0,1071,46687,1948.0,6111,Ventura County
3,1.0,1115,292670,1950.0,6037,Los Angeles County
3,2.0,1809,371422,1960.0,6059,Orange County
